-- DTU dataset for estimating relative camera pose (Training data)
17 44 72 0.943184 0.300784 0.137864 0.030429 -0.394694 -0.358622 -0.845935
46 47 37 0.994793 0.002835 0.100672 0.015646 0.799047 -0.575731 0.173371
17 42 4 0.954225 0.290087 -0.043755 -0.058217 -0.245025 0.318094 -0.915849
26 43 10 0.933912 0.173418 -0.284943 -0.128616 0.169183 0.698037 -0.695788
47 48 32 0.994908 0.002899 0.099553 0.015435 0.903891 -0.415327 0.102395
23 32 43 0.927879 0.116866 0.322746 0.145661 0.470463 -0.813878 -0.340979
44 46 70 0.979629 0.005596 0.198389 0.030610 0.647669 -0.749083 0.139279
7 23 68 0.964360 0.210271 0.128086 0.096902 -0.579644 -0.608837 -0.541599
19 36 59 0.955258 0.209440 0.187519 0.091946 -0.558160 -0.663070 -0.498794
36 46 17 0.911226 0.109091 0.387080 0.089079 0.368180 -0.870000 -0.327938
22 36 57 0.993198 0.103538 0.051788 0.012492 -0.426087 -0.587564 -0.687909
14 27 47 0.993075 0.103659 0.049062 0.025500 0.138545 -0.830699 -0.539207
23 39 48 0.918720 0.166048 -0.327821 -0.144619 0.732000 0.644336 -0.221376
21 37 74 0.992484 0.104102 0.061908 0.017503 -0.528470 -0.542000 -0.653418
17 22 54 0.988936 0.086896 -0.089399 -0.080387 -0.076029 0.571691 -0.816939
32 43 63 0.944649 0.082065 -0.304406 -0.090775 0.113645 0.774804 -0.621903
19 35 31 0.926161 0.212144 0.275253 0.146480 -0.326526 -0.860042 -0.392058
18 19 28 0.990315 -0.013757 -0.100735 -0.094549 0.646780 0.735860 -0.200464
22 44 44 0.944115 0.207135 0.247482 0.067042 -0.197554 -0.807091 -0.556396
45 48 5 0.954111 0.008374 0.295811 0.045801 0.836125 -0.523328 -0.164389
15 34 67 0.973186 0.187018 -0.101992 -0.086777 -0.318188 0.240670 -0.916970
7 20 10 0.965308 0.175746 -0.128785 -0.143902 0.196955 0.695088 -0.691420
11 15 42 0.962490 0.070030 -0.166895 -0.202126 -0.462753 0.512817 -0.723103
16 44 74 0.955000 0.294795 0.012588 -0.030220 -0.325440 -0.017581 -0.945399
46 49 32 0.954121 0.008463 0.295769 0.045847 0.894367 -0.358978 -0.266913
17 36 6 0.978846 0.191744 -0.046984 -0.053730 -0.322952 0.227409 -0.918688
20 23 66 0.937419 0.027542 0.295127 0.182723 0.197426 -0.929291 0.312156
17 25 44 0.965652 0.116273 0.190283 0.133377 0.204098 -0.948179 -0.243517
25 41 60 0.906066 0.162098 -0.358669 -0.155323 0.514025 0.756157 -0.404975
13 26 74 0.976258 0.080041 -0.154004 -0.129602 -0.538538 0.322493 -0.778444
1 24 13 0.803176 0.189469 -0.357755 -0.437060 0.174196 0.662913 -0.728149
12 30 12 0.974434 0.187797 -0.092719 -0.081330 -0.325419 -0.297730 -0.897474
23 40 9 0.948345 0.177768 -0.237692 -0.111996 0.521129 0.681432 -0.513882
1 16 70 0.831587 0.108684 -0.307186 -0.449764 0.089560 0.709364 -0.699130
21 40 6 0.979587 0.197634 -0.018172 -0.031923 -0.153990 0.210743 -0.965336
10 23 23 0.920191 0.150778 -0.252787 -0.258095 0.101837 0.712815 -0.693920
19 35 30 0.926161 0.212144 0.275253 0.146480 -0.326526 -0.860042 -0.392058
7 19 6 0.989625 0.086765 -0.069340 -0.091138 -0.045446 0.634846 -0.771301
26 35 52 0.947718 0.075316 -0.273901 -0.145385 0.112355 0.761534 -0.638313
9 43 47 0.913669 0.374270 -0.109599 -0.114539 -0.212066 0.492628 -0.844006
2 10 16 0.991707 0.088301 -0.041676 -0.083569 -0.764652 -0.355322 -0.537638
35 37 68 0.977033 -0.012543 -0.199652 -0.073410 0.379259 0.880986 -0.282887
19 36 40 0.955258 0.209440 0.187519 0.091946 -0.558160 -0.663070 -0.498794
16 44 67 0.955000 0.294795 0.012588 -0.030220 -0.325440 -0.017581 -0.945399
17 44 17 0.943184 0.300784 0.137864 0.030429 -0.394694 -0.358622 -0.845935
18 38 28 0.972079 0.184922 -0.110796 -0.092686 0.108827 0.578639 -0.808290
34 42 8 0.973791 0.088309 -0.199653 -0.063805 0.208818 0.756017 -0.620350
38 43 56 0.942854 0.109550 0.307378 0.067407 -0.107292 -0.991681 -0.071114
17 25 70 0.965652 0.116273 0.190283 0.133377 0.204098 -0.948179 -0.243517
29 49 30 0.994400 0.098036 -0.033279 -0.021199 -0.176193 -0.349052 -0.920391
4 40 8 0.864851 0.452144 -0.142278 -0.165394 -0.008382 0.844020 -0.536246
37 41 18 0.994795 0.100717 0.012223 -0.009484 -0.212796 -0.263065 -0.941018
22 35 50 0.981137 0.110070 0.147505 0.059131 -0.199081 -0.927575 -0.316182
35 37 56 0.977033 -0.012543 -0.199652 -0.073410 0.379259 0.880986 -0.282887
13 14 62 0.990297 -0.013112 -0.101022 -0.094519 -0.611309 0.640280 -0.465127
8 16 49 0.985694 0.112353 0.088632 0.089046 -0.278658 -0.906447 -0.317339
33 36 43 0.948679 -0.017952 -0.296163 -0.109426 0.246331 0.878618 -0.409086
7 17 63 0.979980 0.115947 0.112062 0.116784 -0.431338 -0.863247 -0.262205
21 35 25 0.954738 0.115211 0.251215 0.109967 -0.098034 -0.986525 -0.130989
26 27 46 0.992992 0.008982 0.100230 0.061975 0.850827 -0.500522 0.159909
8 17 50 0.995028 0.098390 -0.003123 -0.015103 -0.678368 -0.195189 -0.708320
25 35 27 0.977084 0.085458 -0.170068 -0.095293 -0.028459 0.679745 -0.732896
27 32 21 0.989336 0.092173 -0.096146 -0.058940 -0.478724 0.120730 -0.869625
24 41 72 0.944006 0.175414 -0.253495 -0.117566 0.408450 0.717639 -0.564059
35 43 12 0.994891 0.100211 0.001279 -0.012153 -0.146290 -0.265786 -0.952868
18 43 27 0.936574 0.301867 0.171712 0.047114 -0.514827 -0.381251 -0.767855
3 7 40 0.932181 0.050545 -0.173770 -0.313509 0.412686 0.747711 -0.520210
9 42 42 0.897449 0.359200 -0.194835 -0.166133 0.048143 0.680765 -0.730918
4 5 46 0.967153 -0.031908 -0.102783 -0.230290 0.889473 0.434071 -0.142900
31 33 53 0.977099 -0.011116 -0.199366 -0.073528 -0.383929 0.719262 -0.579018
8 41 46 0.910843 0.370046 -0.130771 -0.127790 -0.042888 0.677992 -0.733817
27 45 17 0.955376 0.182053 -0.209536 -0.101037 -0.146465 0.451892 -0.879967
33 45 11 0.994861 0.099540 -0.010641 -0.015180 -0.129051 -0.256415 -0.957913
19 22 73 0.981305 0.111530 0.129869 0.087957 -0.528174 -0.800849 -0.282262
2 8 61 0.901267 0.039634 -0.210506 -0.376608 0.241150 0.779657 -0.577912
22 35 15 0.981137 0.110070 0.147505 0.059131 -0.199081 -0.927575 -0.316182
22 42 67 0.977467 0.202272 0.060296 -0.002998 -0.382266 -0.268916 -0.884057
17 24 22 0.987279 0.108692 0.097726 0.062582 -0.215648 -0.898231 -0.382985
23 25 67 0.971952 0.018481 0.199518 0.123131 0.563477 -0.803103 0.193698
6 40 71 0.915963 0.392801 0.081920 0.002839 -0.617022 0.380589 -0.688793
3 8 14 0.978864 0.075682 -0.090162 -0.167239 -0.399419 0.606160 -0.687775
7 20 41 0.965308 0.175746 -0.128785 -0.143902 0.196955 0.695088 -0.691420
22 40 26 0.970734 0.189195 -0.128922 -0.072523 0.282155 0.547237 -0.787985
23 37 68 0.981154 0.086632 -0.149968 -0.085676 0.284840 0.700988 -0.653821
33 44 17 0.988771 0.094816 -0.108233 -0.040348 -0.156437 0.459543 -0.874270
46 48 71 0.979455 0.005701 0.199196 0.030911 0.881065 -0.471383 -0.039007
27 45 30 0.955376 0.182053 -0.209536 -0.101037 -0.146465 0.451892 -0.879967
26 27 35 0.992992 0.008982 0.100230 0.061975 0.850827 -0.500522 0.159909
16 21 31 0.927646 0.058672 -0.287764 -0.230698 0.624335 0.705235 -0.335931
19 24 7 0.915016 0.125954 0.309583 0.225920 0.155442 -0.980480 -0.120403
9 37 27 0.900484 0.245776 -0.268190 -0.238324 0.340738 0.734885 -0.586380
6 7 23 0.984620 0.020227 0.100607 0.141396 -0.276480 -0.913317 0.299016
17 39 22 0.897952 0.252057 -0.309681 -0.185058 0.687104 0.644447 -0.335525
35 45 62 0.974174 0.106566 0.195311 0.038496 0.214187 -0.915783 -0.339802
17 43 25 0.953518 0.297188 0.047866 -0.013811 -0.410841 -0.041895 -0.910744
22 44 62 0.944115 0.207135 0.247482 0.067042 -0.197554 -0.807091 -0.556396
19 39 20 0.952813 0.288147 -0.066285 -0.068744 0.001301 0.560441 -0.828193
6 18 8 0.973079 0.118966 0.135464 0.143576 -0.589374 -0.781457 -0.204849
10 42 1 0.846742 0.325411 -0.337735 -0.251138 0.369308 0.727735 -0.577939
15 25 19 0.994459 0.095136 -0.029133 -0.033938 -0.500254 -0.248438 -0.829473
8 41 32 0.910843 0.370046 -0.130771 -0.127790 -0.042888 0.677992 -0.733817
17 37 41 0.967683 0.181005 -0.137528 -0.109142 0.078973 0.600587 -0.795649
31 32 65 0.994251 -0.005742 -0.100305 -0.037014 -0.625487 0.622690 -0.470131
3 21 44 0.875169 0.223847 -0.266853 -0.335800 0.417768 0.747006 -0.517158
2 16 22 0.936113 0.154962 -0.173455 -0.263803 -0.388365 0.539690 -0.746932
5 18 36 0.962312 0.213783 0.107840 0.128932 -0.810153 -0.384878 -0.442178
42 44 60 0.979460 0.006715 0.199161 0.030792 0.307893 -0.907594 0.285437
3 23 30 0.940967 0.268072 -0.118997 -0.168992 -0.421792 0.481439 -0.768315
7 36 12 0.948557 0.300865 0.092270 0.034724 -0.667562 -0.116257 -0.735422
24 45 28 0.971066 0.203784 0.122822 0.020423 -0.105341 -0.604969 -0.789250
40 44 66 0.918906 0.013146 0.389662 0.060023 0.294593 -0.922268 0.250273
19 40 62 0.954607 0.295845 0.024286 -0.024734 -0.396475 0.299265 -0.867898
26 32 51 0.994864 0.100464 0.009930 -0.007314 -0.136817 -0.572167 -0.808645
39 41 12 0.979634 0.006719 0.198324 0.030660 -0.273616 -0.863860 0.422943
18 19 27 0.990315 -0.013757 -0.100735 -0.094549 0.646780 0.735860 -0.200464
8 19 45 0.955945 0.064706 -0.182734 -0.220433 0.539599 0.702916 -0.463403
7 18 51 0.994449 0.102164 0.021565 0.013007 -0.732315 -0.220552 -0.644261
7 41 27 0.920578 0.388416 0.018842 -0.036247 -0.469383 0.423901 -0.774589
48 49 50 0.994901 0.002860 0.099635 0.015412 0.970146 -0.240924 0.027808
46 48 73 0.979455 0.005701 0.199196 0.030911 0.881065 -0.471383 -0.039007
15 32 57 0.975607 0.203026 0.079599 0.025195 -0.099504 -0.619464 -0.778693
7 20 39 0.965308 0.175746 -0.128785 -0.143902 0.196955 0.695088 -0.691420
34 37 23 0.948642 -0.018601 -0.296359 -0.109108 0.414800 0.866742 -0.276946
29 48 29 0.985967 0.093093 -0.130615 -0.046279 -0.530800 0.029012 -0.847000
21 36 40 0.979277 0.110100 0.157411 0.064168 -0.368347 -0.890688 -0.266449
20 21 50 0.992985 0.009147 0.100133 0.062212 -0.398255 -0.852559 0.338433
13 46 68 0.936284 0.275533 -0.179968 -0.122741 -0.181979 0.259819 -0.948355
40 41 74 0.994892 0.003257 0.099718 0.015343 -0.284495 -0.884623 0.369466
24 44 52 0.979256 0.200095 0.028421 -0.014574 -0.233842 -0.261316 -0.936500
13 30 50 0.979551 0.199447 0.025120 -0.008399 0.013110 -0.542953 -0.839661
6 38 43 0.952226 0.298940 0.061446 0.011145 -0.655165 0.253675 -0.711624
3 16 27 0.979240 0.191372 -0.027642 -0.060845 -0.711023 -0.145199 -0.688014
4 22 66 0.955422 0.286291 -0.028115 -0.066459 -0.610576 0.352602 -0.709132
10 24 1 0.953573 0.169084 -0.170626 -0.181647 -0.293127 0.493446 -0.818894
1 34 76 0.791710 0.283232 -0.375342 -0.389992 0.181101 0.620988 -0.762612
16 42 52 0.938940 0.275921 -0.168589 -0.117633 0.063194 0.592721 -0.802925
9 42 37 0.897449 0.359200 -0.194835 -0.166133 0.048143 0.680765 -0.730918
25 46 9 0.973228 0.203322 0.106177 0.014620 0.000700 -0.560716 -0.828008
23 46 34 0.919189 0.205448 0.322139 0.095440 0.126070 -0.780170 -0.612732
42 44 66 0.979460 0.006715 0.199161 0.030792 0.307893 -0.907594 0.285437
33 47 70 0.976436 0.105721 0.184714 0.035738 0.505462 -0.733395 -0.454577
19 20 74 0.992587 0.091927 -0.056983 -0.055445 0.056206 0.514623 -0.855572
18 20 5 0.973256 0.077579 -0.165874 -0.138712 0.583328 0.658836 -0.475040
4 6 44 0.957649 0.061288 -0.134920 -0.246876 0.525697 0.692254 -0.494395
19 38 29 0.980045 0.197643 0.006959 -0.020032 -0.425676 0.199753 -0.882553
23 45 36 0.948640 0.206437 0.231773 0.061215 -0.047997 -0.773983 -0.631385
23 46 22 0.919189 0.205448 0.322139 0.095440 0.126070 -0.780170 -0.612732
31 32 59 0.994251 -0.005742 -0.100305 -0.037014 -0.625487 0.622690 -0.470131
2 8 76 0.901267 0.039634 -0.210506 -0.376608 0.241150 0.779657 -0.577912
15 35 74 0.955351 0.174944 -0.191425 -0.141615 -0.049932 0.589577 -0.806168
17 34 67 0.967284 0.207049 0.134538 0.058245 -0.303941 -0.682007 -0.665197
23 36 16 0.993197 0.095181 -0.054368 -0.039295 -0.159798 0.300402 -0.940332
4 8 33 0.992131 0.107087 0.036777 0.053433 -0.734787 -0.552654 -0.393270
27 28 40 0.992978 0.009052 0.100251 0.062147 0.949820 -0.302525 0.079497
9 42 1 0.897449 0.359200 -0.194835 -0.166133 0.048143 0.680765 -0.730918
9 17 48 0.978764 0.078346 -0.119368 -0.147083 -0.192415 0.655731 -0.730064
2 16 23 0.936113 0.154962 -0.173455 -0.263803 -0.388365 0.539690 -0.746932
32 43 67 0.944649 0.082065 -0.304406 -0.090775 0.113645 0.774804 -0.621903
26 34 48 0.974619 0.085243 -0.181100 -0.100270 -0.178176 0.614432 -0.768587
39 44 4 0.874424 0.016263 0.479214 0.073971 0.299628 -0.919704 0.253706
1 23 42 0.736462 0.158489 -0.419719 -0.506301 0.531273 0.621350 -0.575910
38 44 77 0.906084 0.109999 0.398152 0.091583 0.081155 -0.992915 -0.086800
1 16 25 0.831587 0.108684 -0.307186 -0.449764 0.089560 0.709364 -0.699130
18 38 62 0.972079 0.184922 -0.110796 -0.092686 0.108827 0.578639 -0.808290
23 34 60 0.982945 0.109461 0.137462 0.054239 -0.027756 -0.930591 -0.365008
6 39 29 0.920874 0.386600 -0.003694 -0.050172 -0.316644 0.645400 -0.695123
24 36 4 0.979281 0.085222 -0.159885 -0.090459 0.130109 0.710471 -0.691594
41 44 28 0.954032 0.010079 0.296034 0.045660 0.299286 -0.918176 0.259580
7 8 32 0.984402 0.020278 0.101324 0.142391 0.075475 -0.945670 0.316246
18 42 43 0.950797 0.299024 0.081006 0.002625 -0.509072 -0.056392 -0.858875
22 33 3 0.923662 0.118021 0.332173 0.150267 0.320453 -0.914897 -0.245507
33 36 20 0.948679 -0.017952 -0.296163 -0.109426 0.246331 0.878618 -0.409086
35 40 40 0.949943 0.081851 -0.288848 -0.086458 0.562048 0.773402 -0.293176
24 37 11 0.954777 0.075582 -0.253537 -0.135676 0.438429 0.775658 -0.454020
9 15 30 0.990266 0.108300 0.063200 0.060410 -0.155879 -0.912471 -0.378282
8 37 21 0.942985 0.273580 -0.131862 -0.136181 -0.077461 0.636126 -0.767687
10 42 16 0.846742 0.325411 -0.337735 -0.251138 0.369308 0.727735 -0.577939
9 37 37 0.900484 0.245776 -0.268190 -0.238324 0.340738 0.734885 -0.586380
30 49 28 0.992262 0.102320 0.070081 0.005881 0.510993 -0.485828 -0.709124
25 31 62 0.966681 0.112010 0.211422 0.091003 0.563459 -0.717396 -0.409705
6 40 4 0.915963 0.392801 0.081920 0.002839 -0.617022 0.380589 -0.688793
8 9 13 0.984201 0.019688 0.102429 0.143070 0.425157 -0.855224 0.296366
4 8 4 0.992131 0.107087 0.036777 0.053433 -0.734787 -0.552654 -0.393270
34 43 75 0.989491 0.094687 -0.102154 -0.038824 -0.031593 0.505251 -0.862394
3 7 16 0.932181 0.050545 -0.173770 -0.313509 0.412686 0.747711 -0.520210
9 16 26 0.994151 0.094732 -0.028053 -0.043621 -0.658212 -0.139087 -0.739873
13 33 11 0.939181 0.167609 -0.244321 -0.173650 -0.214020 0.464469 -0.859339
7 38 55 0.951385 0.282649 -0.077344 -0.094835 -0.173327 0.615023 -0.769223
10 36 40 0.875694 0.233238 -0.319738 -0.276635 0.323209 0.721902 -0.611877
7 37 76 0.955481 0.293412 0.007459 -0.030178 -0.531648 0.292471 -0.794865
18 35 72 0.961687 0.208617 0.161247 0.075077 -0.429856 -0.684665 -0.588606
3 21 34 0.875169 0.223847 -0.266853 -0.335800 0.417768 0.747006 -0.517158
15 33 41 0.980024 0.196139 -0.011246 -0.030928 -0.351004 -0.262414 -0.898852
21 37 8 0.992484 0.104102 0.061908 0.017503 -0.528470 -0.542000 -0.653418
7 41 38 0.920578 0.388416 0.018842 -0.036247 -0.469383 0.423901 -0.774589
10 35 37 0.911450 0.253587 -0.240352 -0.217217 -0.001628 0.633429 -0.773799
14 44 48 0.922527 0.267675 -0.234759 -0.148937 -0.000344 0.547742 -0.836647
28 48 61 0.979145 0.196002 -0.037443 -0.038166 -0.117034 -0.245155 -0.962394
21 43 53 0.939330 0.207104 0.263573 0.072775 -0.347582 -0.812443 -0.468105
23 36 23 0.993197 0.095181 -0.054368 -0.039295 -0.159798 0.300402 -0.940332
43 45 29 0.979658 0.005976 0.198220 0.030703 0.487837 -0.845383 0.217585
11 14 31 0.988224 0.086198 -0.077350 -0.100005 -0.705870 -0.127667 -0.696742
1 16 17 0.831587 0.108684 -0.307186 -0.449764 0.089560 0.709364 -0.699130
8 42 68 0.919924 0.382052 -0.045171 -0.075738 -0.328817 0.463514 -0.822821
23 33 57 0.960918 0.113815 0.231449 0.100568 0.262878 -0.923607 -0.279008
9 37 22 0.900484 0.245776 -0.268190 -0.238324 0.340738 0.734885 -0.586380
27 30 5 0.989120 0.106075 0.095825 0.034739 0.513147 -0.656833 -0.552495
24 32 70 0.963917 0.112214 0.221626 0.095675 0.426199 -0.836623 -0.344117
22 36 28 0.993198 0.103538 0.051788 0.012492 -0.426087 -0.587564 -0.687909
11 44 44 0.855537 0.332086 -0.317283 -0.238971 0.134828 0.619954 -0.772967
23 37 15 0.981154 0.086632 -0.149968 -0.085676 0.284840 0.700988 -0.653821
15 34 52 0.973186 0.187018 -0.101992 -0.086777 -0.318188 0.240670 -0.916970
33 45 37 0.994861 0.099540 -0.010641 -0.015180 -0.129051 -0.256415 -0.957913
3 23 18 0.940967 0.268072 -0.118997 -0.168992 -0.421792 0.481439 -0.768315
24 37 59 0.954777 0.075582 -0.253537 -0.135676 0.438429 0.775658 -0.454020
28 47 6 0.970411 0.188944 -0.131594 -0.072706 -0.282548 0.068752 -0.956786
23 43 20 0.978398 0.201587 0.044992 -0.008691 -0.301818 -0.271443 -0.913906
21 24 8 0.937398 0.028342 0.295293 0.182441 0.407935 -0.887607 0.213875
8 37 16 0.942985 0.273580 -0.131862 -0.136181 -0.077461 0.636126 -0.767687
1 25 49 0.858959 0.216990 -0.289881 -0.362041 -0.183239 0.536523 -0.823752
2 23 70 0.867142 0.220413 -0.278851 -0.348892 0.106215 0.718640 -0.687223
35 37 63 0.977033 -0.012543 -0.199652 -0.073410 0.379259 0.880986 -0.282887
11 15 48 0.962490 0.070030 -0.166895 -0.202126 -0.462753 0.512817 -0.723103
32 35 58 0.948761 -0.016834 -0.295960 -0.109441 0.066638 0.849761 -0.522939
10 34 64 0.936740 0.270699 -0.158414 -0.155386 -0.275640 0.393127 -0.877196
35 41 63 0.974954 0.088717 -0.194184 -0.062339 0.367577 0.750256 -0.549547
23 37 30 0.981154 0.086632 -0.149968 -0.085676 0.284840 0.700988 -0.653821
15 16 60 0.990326 -0.012795 -0.101058 -0.094228 -0.118132 0.878378 -0.463138
18 24 63 0.960433 0.118659 0.205610 0.145647 0.011052 -0.982788 -0.184407
47 48 25 0.994908 0.002899 0.099553 0.015435 0.903891 -0.415327 0.102395
16 24 52 0.994974 0.096914 -0.013065 -0.021534 -0.497280 -0.265974 -0.825815
16 21 22 0.927646 0.058672 -0.287764 -0.230698 0.624335 0.705235 -0.335931
34 35 60 0.994265 -0.006246 -0.100157 -0.036958 -0.058857 0.903756 -0.423983
8 23 74 0.980358 0.195856 0.000400 -0.023218 -0.610020 -0.077132 -0.788623
25 33 58 0.994631 0.101297 0.021082 -0.002140 -0.179967 -0.592419 -0.785271
8 37 60 0.942985 0.273580 -0.131862 -0.136181 -0.077461 0.636126 -0.767687
26 28 70 0.972038 0.017923 0.199078 0.123245 0.954664 -0.288423 -0.073684
22 42 18 0.977467 0.202272 0.060296 -0.002998 -0.382266 -0.268916 -0.884057
4 9 68 0.962937 0.124717 0.123550 0.204778 -0.056810 -0.984724 -0.164596
2 3 3 0.967181 -0.030662 -0.102923 -0.230279 0.059778 0.876606 -0.477482
33 37 11 0.909343 -0.023675 -0.389658 -0.143881 0.459720 0.844047 -0.276119
23 32 39 0.927879 0.116866 0.322746 0.145661 0.470463 -0.813878 -0.340979
17 41 19 0.945062 0.280164 -0.134260 -0.101688 0.066860 0.587156 -0.806708
33 44 52 0.988771 0.094816 -0.108233 -0.040348 -0.156437 0.459543 -0.874270
15 43 25 0.931463 0.272295 -0.201291 -0.133096 0.035733 0.582321 -0.812173
7 21 50 0.978777 0.189740 -0.043472 -0.064063 -0.385124 0.434035 -0.814428
21 36 52 0.979277 0.110100 0.157411 0.064168 -0.368347 -0.890688 -0.266449
18 43 21 0.936574 0.301867 0.171712 0.047114 -0.514827 -0.381251 -0.767855
34 37 18 0.948642 -0.018601 -0.296359 -0.109108 0.414800 0.866742 -0.276946
30 48 20 0.994568 0.098467 -0.027581 -0.019436 -0.163023 -0.307845 -0.937366
7 9 19 0.937700 0.039249 0.200457 0.281062 0.557583 -0.807467 0.192608
24 33 52 0.984744 0.107723 0.127398 0.049452 0.138904 -0.902473 -0.407736
14 44 62 0.922527 0.267675 -0.234759 -0.148937 -0.000344 0.547742 -0.836647
9 36 12 0.929526 0.263864 -0.186822 -0.177354 -0.020268 0.647129 -0.762111
4 37 8 0.918395 0.374446 -0.066942 -0.108905 -0.389222 0.623230 -0.678300
34 43 37 0.989491 0.094687 -0.102154 -0.038824 -0.031593 0.505251 -0.862394
38 41 7 0.987590 0.104742 0.115717 0.017451 -0.455076 -0.771289 -0.444993
37 38 31 0.994248 -0.006040 -0.100293 -0.037101 0.532571 0.818693 -0.214732
23 33 8 0.960918 0.113815 0.231449 0.100568 0.262878 -0.923607 -0.279008
27 46 13 0.972442 0.190591 -0.116316 -0.067101 -0.243387 0.142246 -0.959442
43 47 43 0.919021 0.011297 0.389391 0.060397 0.692459 -0.707123 -0.143100
24 33 46 0.984744 0.107723 0.127398 0.049452 0.138904 -0.902473 -0.407736
11 44 64 0.855537 0.332086 -0.317283 -0.238971 0.134828 0.619954 -0.772967
18 38 6 0.972079 0.184922 -0.110796 -0.092686 0.108827 0.578639 -0.808290
34 38 64 0.909301 -0.024171 -0.389828 -0.143600 0.585707 0.803314 -0.107859
27 48 59 0.976621 0.201990 0.073506 0.002965 0.160891 -0.447694 -0.879593
4 20 26 0.920116 0.251024 -0.180996 -0.240029 0.264261 0.789800 -0.553517
5 21 72 0.951141 0.300117 0.062335 0.037087 -0.788296 0.203021 -0.580837
17 42 49 0.954225 0.290087 -0.043755 -0.058217 -0.245025 0.318094 -0.915849
8 19 40 0.955945 0.064706 -0.182734 -0.220433 0.539599 0.702916 -0.463403
18 35 17 0.961687 0.208617 0.161247 0.075077 -0.429856 -0.684665 -0.588606
13 30 4 0.979551 0.199447 0.025120 -0.008399 0.013110 -0.542953 -0.839661
25 26 62 0.992872 0.008775 0.101200 0.062340 0.703582 -0.671561 0.232331
16 22 28 0.963781 0.072184 -0.198437 -0.162905 0.281042 0.764969 -0.579515
25 42 45 0.939088 0.174415 -0.269285 -0.123203 0.288665 0.723729 -0.626809
11 33 11 0.921399 0.260301 -0.211863 -0.195909 -0.252742 0.369986 -0.893998
25 43 69 0.962588 0.185125 -0.176460 -0.089529 0.034789 0.565647 -0.823913
20 39 22 0.979826 0.198180 -0.001843 -0.025732 -0.191145 0.208361 -0.959192
16 40 16 0.884521 0.245803 -0.342468 -0.199797 0.623190 0.692726 -0.362994
17 42 2 0.954225 0.290087 -0.043755 -0.058217 -0.245025 0.318094 -0.915849
23 40 57 0.948345 0.177768 -0.237692 -0.111996 0.521129 0.681432 -0.513882
38 42 59 0.970328 0.107635 0.212289 0.042568 -0.307522 -0.937097 -0.165165
12 13 35 0.990317 -0.013212 -0.100657 -0.094692 -0.796738 0.443268 -0.410759
15 24 57 0.983239 0.084191 -0.122896 -0.105119 -0.303396 0.517048 -0.800383
17 18 74 0.990321 -0.014124 -0.100730 -0.094441 0.421916 0.852105 -0.309682
11 44 49 0.855537 0.332086 -0.317283 -0.238971 0.134828 0.619954 -0.772967
4 7 27 0.990162 0.085476 -0.050158 -0.098776 -0.452252 0.542395 -0.708008
